chr	start	end	gene_ids	gene_symbols
chr21	47240000	47440000	ENSG00000276633.1;ENSG00000286886.1;ENSG00000274248.1;ENSG00000142156.16;ENSG00000183570.17;ENSG00000205424.2;ENSG00000280604.1	AJ011931.1;AJ011931.2;AJ011932.1;COL6A1;PCBP3;PCBP3-AS1;PCBP3-OT1
chr21	47440000	47600000	ENSG00000227438.1;ENSG00000224413.1;ENSG00000226115.1;ENSG00000228235.1;ENSG00000142173.16;ENSG00000160282.15;ENSG00000237338.1;ENSG00000233767.1;ENSG00000160284.15	AP001471.1;AP001476.2;AP001476.3;AP001476.4;COL6A2;FTCD;FTCD-AS1;PSMA6P3;SPATC1L
chr21	47600000	48120000	ENSG00000286224.1;ENSG00000228404.1;ENSG00000223901.2;ENSG00000228137.1;ENSG00000239415.1;ENSG00000160298.18;ENSG00000160305.18;ENSG00000223692.1;ENSG00000230982.1;ENSG00000160285.15;ENSG00000160294.11;ENSG00000215424.10;ENSG00000272283.1;ENSG00000160299.17;ENSG00000160310.18;ENSG00000202239.1;ENSG00000225043.1;ENSG00000212932.3;ENSG00000160307.10;ENSG00000160284.15;ENSG00000182362.14	AP000471.4;AP001468.58;AP001469.5;AP001469.7;AP001469.9;C21orf58;DIP2A;DIP2A-IT1;DSTNP1;LSS;MCM3AP;MCM3AP-AS1;Metazoa_SRP;PCNT;PRMT2;RNU6-396P;RPL18AP2;RPL23AP4;S100B;SPATC1L;YBEY
chr22	16040000	16520000	ENSG00000232775.2;ENSG00000206195.6;ENSG00000235759.1;ENSG00000271672.1;ENSG00000235992.1;ENSG00000233408.1;ENSG00000226474.1;ENSG00000230471.1;ENSG00000241838.2;ENSG00000233866.1;ENSG00000229286.1;ENSG00000235265.1;ENSG00000230643.1;ENSG00000237299.1;ENSG00000213727.3;ENSG00000215268.3;ENSG00000215270.3;ENSG00000225255.2;ENSG00000272872.1;ENSG00000271127.1;ENSG00000234381.1;ENSG00000223875.1;ENSG00000231565.1;ENSG00000278184.1;ENSG00000224435.2;ENSG00000130538.4;ENSG00000198062.10;ENSG00000236666.1;ENSG00000212216.1;ENSG00000236831.1	AP000525.10;AP000525.9;ARHGAP42P3;DUXAP8;GRAMD4P2;LA16c-23H5.4;LA16c-2F2.5;LA16c-2F2.8;LA16c-3G11.7;LA16c-4G1.3;LA16c-4G1.4;LA16c-4G1.5;LA16c-60G3.5;LA16c-60G3.6;LA16c-60G3.7;LA16c-60G3.8;LA16c-60H5.7;LA16c-83F12.6;LL22NC03-N14H11.1;LL22NC03-N64E9.1;MED15P7;NBEAP3;NEK2P2;NF1P11;NF1P6;OR11H1;POTEH;POTEH-AS1;RNU6-816P;YME1L1P1
chr22	16520000	16720000	ENSG00000264612.1;ENSG00000265270.1;ENSG00000265406.1;ENSG00000236097.1;ENSG00000236235.1;ENSG00000184624.4	AP000539.1;AP000539.2;AP000539.3;BNIP3P2;LA16c-13E4.3;ZNF72P
chr22	16840000	17000000	ENSG00000225293.1;ENSG00000280263.1;ENSG00000235969.1;ENSG00000226160.1;ENSG00000229658.1;ENSG00000227367.1	ABCD1P4;ACTR3BP6;CHEK2P4;LA16c-17H1.3;PABPC1P9;SLC9B1P4
chr22	17000000	17160000	ENSG00000283633.1;ENSG00000259271.1;ENSG00000189295.13;ENSG00000221084.1;ENSG00000198445.4;ENSG00000240122.1;ENSG00000233995.1;ENSG00000273362.1;ENSG00000287285.1;ENSG00000273244.1;ENSG00000267338.1;ENSG00000239435.2;ENSG00000249263.2;ENSG00000249288.1;ENSG00000100181.22	AC005301.9;ANKRD62P1;ANKRD62P1-PARP4P3;AP000547.1;CCT8L2;FABP5P11;KB-67B5.12;KB-67B5.17;KB-67B5.18;KB-7G2.8;KB-7G2.9;KCNMB3P1;PARP4P3;SLC25A15P5;TPTEP1
chr22	17160000	17280000	ENSG00000288024.1;ENSG00000259271.1;ENSG00000273244.1;ENSG00000235343.2;ENSG00000100181.22;ENSG00000241717.1;ENSG00000172967.8	AC005301.10;ANKRD62P1;KB-7G2.8;LINC01665;TPTEP1;VWFP1;XKR3
chr22	17280000	17360000	ENSG00000237835.1;ENSG00000237689.1;ENSG00000237358.1;ENSG00000283535.1;ENSG00000234121.1;ENSG00000229027.3;ENSG00000228122.1;ENSG00000172967.8;ENSG00000220248.1	AC007064.22;AC007064.24;AC007064.25;AC007064.29;GPM6BP3;HSFY1P1;MTND1P17;XKR3;ZNF402P
chr22	17360000	17520000	ENSG00000225480.1;ENSG00000270226.1;ENSG00000285045.1;ENSG00000237438.7;ENSG00000215568.9;ENSG00000253481.2;ENSG00000230481.2;ENSG00000253460.2;ENSG00000253691.2;ENSG00000254264.2;ENSG00000276400.1	AC006548.19;AC006548.26;AC006548.29;CECR7;GAB4;IGKV1OR22-1;IGKV1OR22-5;IGKV2OR22-3;IGKV2OR22-4;IGKV3OR22-2;VN1R9P
chr22	17520000	18040000	ENSG00000229492.1;ENSG00000272675.1;ENSG00000269774.1;ENSG00000235328.1;ENSG00000273203.1;ENSG00000273442.1;ENSG00000286195.1;ENSG00000093072.18;ENSG00000099954.19;ENSG00000241832.1;ENSG00000237438.7;ENSG00000231004.2;ENSG00000232305.1;ENSG00000228045.1;ENSG00000203416.3;ENSG00000069998.12;ENSG00000185837.3;ENSG00000177663.14;ENSG00000235478.5;ENSG00000239547.2;ENSG00000236325.1;ENSG00000183307.4	AC004019.10;AC004019.18;AC005399.1;AC006946.12;AC006946.16;AC006946.17;AC007666.5;ADA2;CECR2;CECR3;CECR7;CECR9;CLCP1;DNAJA1P6;FAM32BP;HDHD5;HDHD5-AS1;IL17RA;LINC01664;RN7SL843P;RPL32P5;TMEM121B
chr22	18040000	18600000	ENSG00000236754.5;ENSG00000286195.1;ENSG00000280007.1;ENSG00000288683.1;ENSG00000225225.1;ENSG00000131100.13;ENSG00000099968.18;ENSG00000015475.19;ENSG00000269220.1;ENSG00000235295.1;ENSG00000243156.9;ENSG00000264757.1;ENSG00000207780.1;ENSG00000215193.14;ENSG00000237446.1;ENSG00000182902.14;ENSG00000183785.16;ENSG00000093100.13;ENSG00000286990.1;ENSG00000235617.1;ENSG00000236890.2;ENSG00000234913.1;ENSG00000235445.1;ENSG00000225335.3	AC004019.13;AC007666.5;AC008079.10;AC008079.12;ARL2BPP10;ATP6V1E1;BCL2L13;BID;LINC00528;LINC01634;MICAL3;MIR3198-1;MIR648;PEX26;RHEBP3;SLC25A18;TUBA8;XXbac-B461K10.4;XXbac-B461K10.9;XXbac-B476C20.10;XXbac-B476C20.11;XXbac-B476C20.13;XXbac-B476C20.14;XXbac-B476C20.9
chr22	18600000	18720000	ENSG00000280007.1;ENSG00000288683.1;ENSG00000187979.4;ENSG00000278008.1;ENSG00000183785.16;ENSG00000184979.10	AC008079.10;AC008079.12;FAM230D;PPP1R26P4;TUBA8;USP18
chr22	18720000	18840000	ENSG00000161103.7;ENSG00000239989.1;ENSG00000234764.2;ENSG00000182824.7;ENSG00000197421.10	AC008132.13;AC008132.14;E2F6P1;FAM230E;GGT3P
chr22	18840000	18960000	ENSG00000280418.1;ENSG00000284294.1;ENSG00000283809.1;ENSG00000279987.1;ENSG00000161103.7;ENSG00000215544.6;ENSG00000183628.14;ENSG00000276095.2;ENSG00000100033.17	AC007326.10;AC007326.11;AC007326.13;AC008103.4;AC008132.13;BCRP7;DGCR6;FAM230F;PRODH
chr22	18960000	20360000	ENSG00000225007.1;ENSG00000273212.1;ENSG00000185065.6;ENSG00000273300.1;ENSG00000230485.1;ENSG00000232926.1;ENSG00000230194.1;ENSG00000287652.1;ENSG00000287146.1;ENSG00000235776.2;ENSG00000283366.2;ENSG00000270393.1;ENSG00000237347.2;ENSG00000272682.1;ENSG00000223461.1;ENSG00000236540.7;ENSG00000268292.1;ENSG00000243762.1;ENSG00000283583.1;ENSG00000271275.1;ENSG00000099889.14;ENSG00000242259.9;ENSG00000241527.1;ENSG00000234409.7;ENSG00000093009.11;ENSG00000184113.10;ENSG00000070371.16;ENSG00000093010.15;ENSG00000273311.1;ENSG00000281530.1;ENSG00000070413.20;ENSG00000237517.10;ENSG00000128185.10;ENSG00000128191.16;ENSG00000100056.12;ENSG00000286025.1;ENSG00000278044.1;ENSG00000185838.14;ENSG00000203618.6;ENSG00000063515.3;ENSG00000100084.14;ENSG00000233471.2;ENSG00000281548.1;ENSG00000236499.2;ENSG00000260924.2;ENSG00000249923.1;ENSG00000221039.1;ENSG00000221366.1;ENSG00000208023.1;ENSG00000266567.1;ENSG00000265087.1;ENSG00000185608.9;ENSG00000099901.17;ENSG00000244296.2;ENSG00000215012.9;ENSG00000040608.14;ENSG00000284874.1;ENSG00000184702.20;ENSG00000100075.10;ENSG00000251940.1;ENSG00000264346.1;ENSG00000183597.16;ENSG00000184058.15;ENSG00000099899.15;ENSG00000231086.1;ENSG00000206203.5;ENSG00000184470.21;ENSG00000070010.19;ENSG00000286367.1;ENSG00000188424.5;ENSG00000235578.1;ENSG00000277017.1;ENSG00000161132.6;ENSG00000273343.1;ENSG00000273139.1;ENSG00000099904.16	AC000067.1;AC000068.10;AC000068.5;AC000068.9;AC000077.2;AC000078.5;AC000081.2;AC000082.4;AC000085.4;AC000089.3;AC000095.12;AC000095.9;AC004461.4;AC004471.10;AC004471.9;AC006547.13;AC006547.15;AC006547.8;AC007326.12;AC007326.9;ARVCF;C22orf39;CA15P1;CCDC188;CDC45;CLDN5;CLTCL1;COMT;DGCR11;DGCR12;DGCR2;DGCR5;DGCR6L;DGCR8;ESS2;FAM246C;FAM247B;GNB1L;GP1BB;GSC2;HIRA;KRT18P62;LINC00895;LINC00896;LINC01311;LINC02891;MIR1286;MIR1306;MIR185;MIR3618;MIR4761;MRPL40;RANBP1;RN7SL168P;RTL10;RTN4R;SEPT5-GP1BB;SEPTIN5;SLC25A1;SNORA15;SNORA77;TANGO2;TBX1;TRMT2A;TSSK1A;TSSK2;TXNRD2;UFD1;XX-15A10.1;XXbac-B33L19.3;XXbac-B33L19.4;XXbac-B33L19.6;XXbac-B444P24.10;XXbac-B444P24.13;XXbac-B444P24.14;ZDHHC8
chr22	20640000	21360000	ENSG00000229107.2;ENSG00000269103.1;ENSG00000284060.1;ENSG00000264718.1;ENSG00000236003.1;ENSG00000234252.1;ENSG00000272600.1;ENSG00000265300.1;ENSG00000223579.2;ENSG00000227005.1;ENSG00000183773.16;ENSG00000235062.4;ENSG00000250261.1;ENSG00000099942.13;ENSG00000188280.7;ENSG00000276427.1;ENSG00000099910.17;ENSG00000255156.1;ENSG00000236670.1;ENSG00000237476.1;ENSG00000099949.21;ENSG00000099917.17;ENSG00000241973.11;ENSG00000217261.4;ENSG00000275060.1;ENSG00000266366.1;ENSG00000242876.2;ENSG00000207343.1;ENSG00000244486.9;ENSG00000099937.11;ENSG00000238125.1;ENSG00000223553.6;ENSG00000099940.12;ENSG00000184436.12;ENSG00000230513.2;ENSG00000226287.8;ENSG00000161133.17;ENSG00000272829.1;ENSG00000285314.1;ENSG00000215493.3;ENSG00000277971.1;ENSG00000287446.1;ENSG00000185252.19	ABHD17AP4;AC002472.1;AC002472.8;AC007050.1;AC007050.17;AC007308.6;AC007308.7;AC007731.1;AC011718.2;AC011718.3;AIFM3;BCRP5;CCDC74BP1;CRKL;FAM230A;IGLL4P;KLHL22;KLHL22-IT1;KRT18P5;LINC01637;LZTR1;MED15;PI4KA;POM121L4P;PPP1R26P3;RN7SL389P;RN7SL812P;RNU6-225P;SCARF2;SERPIND1;SLC9A3P2;SMPD4P1;SNAP29;THAP7;THAP7-AS1;TMEM191A;USP41;XXbac-B135H6.18;XXbac-B135H6.19;XXbac-B562F10.11;XXbac-B562F10.12;XXbac-B562F10.14;ZNF74
chr22	21360000	21520000	ENSG00000269103.1;ENSG00000226872.2;ENSG00000284130.1;ENSG00000284665.1;ENSG00000284060.1;ENSG00000169668.11;ENSG00000224688.1;ENSG00000197210.7;ENSG00000187905.10;ENSG00000207575.1;ENSG00000099957.16;ENSG00000206145.8;ENSG00000239511.2;ENSG00000099960.13;ENSG00000230513.2;ENSG00000161149.12;ENSG00000249680.2	AC002472.1;AC002472.11;AC002472.16;AC002472.17;AC002472.8;BCRP2;E2F6P2;KB-1592A4.15;LRRC74B;MIR649;P2RX6;P2RX6P;POM121L7P;SLC7A4;THAP7-AS1;TUBA3FP;TUBA3GP
chr22	21520000	21640000	ENSG00000226885.1;ENSG00000215498.9;ENSG00000283972.1;ENSG00000133475.17;ENSG00000234503.1;ENSG00000283145.1;ENSG00000229266.1	E2F6P3;FAM230B;FAM247A;GGT2;KB-1592A4.14;KB-1592A4.16;POM121L8P
chr22	21760000	21880000	ENSG00000169635.10;ENSG00000183506.17;ENSG00000206140.12	HIC2;PI4KAP2;TMEM191C
chr22	21880000	22000000	ENSG00000161180.11;ENSG00000273342.1;ENSG00000183246.8;ENSG00000222352.1;ENSG00000252143.1;ENSG00000252605.1;ENSG00000128228.5;ENSG00000185651.15;ENSG00000161179.14	CCDC116;KB-1440D3.14;RIMBP3C;RN7SKP221;SCARNA17;SCARNA18;SDF2L1;UBE2L3;YDJC
chr22	22000000	22320000	ENSG00000225544.1;ENSG00000272954.1;ENSG00000284630.1;ENSG00000207751.3;ENSG00000284651.1;ENSG00000284654.1;ENSG00000284621.1;ENSG00000286127.1;ENSG00000286365.1;ENSG00000100030.15;ENSG00000212102.1;ENSG00000100023.20;ENSG00000100034.14;ENSG00000224086.6;ENSG00000244671.2;ENSG00000200985.1;ENSG00000100038.20;ENSG00000100027.17	KB-1027C11.4;KB-1440D3.13;KB-1440D3.15;KB-1440D3.16;KB-1440D3.17;KB-1440D3.18;KB-1440D3.19;KB-1440D3.20;KB-1440D3.21;MAPK1;MIR301B;PPIL2;PPM1F;PPM1F-AS1;RN7SL280P;RNA5SP493;TOP3B;YPEL1
chr22	22320000	25040000	ENSG00000263366.2;ENSG00000221069.1;ENSG00000128271.22;ENSG00000178803.12;ENSG00000214526.3;ENSG00000227755.1;ENSG00000224277.5;ENSG00000272578.5;ENSG00000234353.2;ENSG00000251357.4;ENSG00000273295.1;ENSG00000225282.1;ENSG00000206090.4;ENSG00000231271.1;ENSG00000235231.3;ENSG00000235689.1;ENSG00000250470.1;ENSG00000224205.2;ENSG00000224676.1;ENSG00000184490.6;ENSG00000215464.4;ENSG00000228923.1;ENSG00000230947.2;ENSG00000237472.1;ENSG00000223679.1;ENSG00000224144.1;ENSG00000237428.1;ENSG00000225724.1;ENSG00000244723.3;ENSG00000186716.21;ENSG00000225098.1;ENSG00000215456.6;ENSG00000236794.5;ENSG00000236323.1;ENSG00000169314.15;ENSG00000099991.18;ENSG00000215478.8;ENSG00000279278.1;ENSG00000286129.1;ENSG00000286941.1;ENSG00000285762.1;ENSG00000250479.9;ENSG00000207830.1;ENSG00000207834.1;ENSG00000207833.1;ENSG00000264629.1;ENSG00000207835.1;ENSG00000207832.1;ENSG00000099977.15;ENSG00000099974.8;ENSG00000099958.15;ENSG00000189269.12;ENSG00000229513.1;ENSG00000178248.11;ENSG00000230701.2;ENSG00000100031.19;ENSG00000099998.19;ENSG00000100121.13;ENSG00000230712.3;ENSG00000128266.9;ENSG00000184674.8;ENSG00000099984.11;ENSG00000133433.11;ENSG00000241850.3;ENSG00000239334.1;ENSG00000138867.17;ENSG00000228315.12;ENSG00000211675.2;ENSG00000211677.2;ENSG00000211679.2;ENSG00000254029.1;ENSG00000254030.1;ENSG00000222037.5;ENSG00000211685.3;ENSG00000211674.2;ENSG00000211676.2;ENSG00000211678.2;ENSG00000211680.2;ENSG00000211681.2;ENSG00000211682.2;ENSG00000211684.2;ENSG00000128322.7;ENSG00000254709.8;ENSG00000211655.3;ENSG00000211653.2;ENSG00000253818.1;ENSG00000211651.3;ENSG00000211648.2;ENSG00000211645.2;ENSG00000211644.3;ENSG00000253823.1;ENSG00000211642.4;ENSG00000253794.1;ENSG00000211641.3;ENSG00000211668.2;ENSG00000211666.2;ENSG00000211664.3;ENSG00000211660.3;ENSG00000253451.1;ENSG00000211656.3;ENSG00000253120.1;ENSG00000253234.1;ENSG00000278196.3;ENSG00000211673.2;ENSG00000211669.3;ENSG00000211667.3;ENSG00000253590.1;ENSG00000253786.1;ENSG00000211665.3;ENSG00000253152.1;ENSG00000211663.2;ENSG00000253963.1;ENSG00000211662.2;ENSG00000211661.2;ENSG00000253822.1;ENSG00000211659.2;ENSG00000253913.1;ENSG00000211658.2;ENSG00000253338.1;ENSG00000253329.1;ENSG00000253920.1;ENSG00000211657.3;ENSG00000226420.1;ENSG00000253448.1;ENSG00000254077.1;ENSG00000211670.2;ENSG00000211672.2;ENSG00000211639.2;ENSG00000211637.2;ENSG00000211654.2;ENSG00000211650.2;ENSG00000211647.1;ENSG00000211643.2;ENSG00000211640.4;ENSG00000253631.1;ENSG00000211652.2;ENSG00000211649.3;ENSG00000211638.2;ENSG00000223350.2;ENSG00000254240.1;ENSG00000253889.1;ENSG00000254175.1;ENSG00000253126.1;ENSG00000253752.1;ENSG00000254355.1;ENSG00000253239.1;ENSG00000253935.1;ENSG00000254308.1;ENSG00000253242.1;ENSG00000254161.1;ENSG00000253874.1;ENSG00000253637.1;ENSG00000254075.1;ENSG00000253546.1;ENSG00000253779.1;ENSG00000254073.1;ENSG00000228039.3;ENSG00000272973.1;ENSG00000279467.1;ENSG00000248409.2;ENSG00000211683.3;ENSG00000275609.1;ENSG00000278655.1;ENSG00000284233.1;ENSG00000286070.2;ENSG00000272733.1;ENSG00000287864.1;ENSG00000272955.1;ENSG00000272787.1;ENSG00000230821.1;ENSG00000226595.1;ENSG00000232545.1;ENSG00000234928.1;ENSG00000236611.1;ENSG00000225413.2;ENSG00000232350.1;ENSG00000223999.1;ENSG00000234726.1;ENSG00000232603.1;ENSG00000249333.1;ENSG00000278657.1;ENSG00000228161.1;ENSG00000231392.1;ENSG00000275772.1;ENSG00000234630.1;ENSG00000274422.1;ENSG00000236118.1;ENSG00000233720.1;ENSG00000227710.1;ENSG00000278667.1;ENSG00000220891.1;ENSG00000232515.1;ENSG00000272779.1;ENSG00000226477.1;ENSG00000274381.1;ENSG00000237127.1;ENSG00000225741.1;ENSG00000275361.1;ENSG00000178026.13;ENSG00000240972.2;ENSG00000218537.1;ENSG00000207836.1;ENSG00000099953.10;ENSG00000232014.1;ENSG00000272019.1;ENSG00000280623.1;ENSG00000183169.6;ENSG00000128262.8;ENSG00000224086.6;ENSG00000185686.18;ENSG00000197549.9;ENSG00000100228.14;ENSG00000159496.15;ENSG00000240160.2;ENSG00000244425.2;ENSG00000100218.12;ENSG00000133460.19;ENSG00000099956.20;ENSG00000100028.12;ENSG00000224465.1;ENSG00000100014.20;ENSG00000258555.6;ENSG00000099994.11;ENSG00000100038.20;ENSG00000228050.1;ENSG00000100024.15;ENSG00000169575.5;ENSG00000128218.8;ENSG00000133519.12;ENSG00000169548.3;ENSG00000275004.4;ENSG00000187792.5;ENSG00000264824.1	ABHD17AP5;AC000029.1;ADORA2A;ADORA2A-AS1;AP000343.1;AP000344.4;AP000345.2;AP000347.2;AP000347.4;AP000350.10;AP000350.5;AP000350.6;AP000350.7;AP000350.8;AP000351.10;AP000351.13;AP000351.3;AP000351.4;AP000351.8;AP000351.9;AP000354.2;AP000355.2;AP000356.2;AP000361.2;AP000362.1;ASH2LP1;ASH2LP2;ASH2LP3;ASLP1;BCR;BCRP1;BCRP4;BCRP8;BMP6P1;C22orf15;CABIN1;CES5AP1;CH17-264L24.1;CH17-264L24.2;CH17-420I24.1;CH17-476P10.1;CHCHD10;D86994.1;D86994.2;D86998.1;D87007.1;D87015.1;D87024.1;DDT;DDTL;DERL3;DRICH1;EIF4EBP1P2;FAM230I;FBXW4P1;GGT1;GGT5;GGTLC2;GGTLC4P;GNAZ;GSTT1;GSTT2;GSTT2B;GSTTP1;GSTTP2;GUCD1;GUSBP11;IGLC1;IGLC2;IGLC3;IGLC4;IGLC5;IGLC6;IGLC7;IGLJ1;IGLJ2;IGLJ3;IGLJ4;IGLJ5;IGLJ6;IGLJ7;IGLL1;IGLL5;IGLV1-36;IGLV1-40;IGLV1-41;IGLV1-44;IGLV1-47;IGLV1-50;IGLV1-51;IGLV1-62;IGLV10-54;IGLV10-67;IGLV11-55;IGLV2-11;IGLV2-14;IGLV2-18;IGLV2-23;IGLV2-28;IGLV2-33;IGLV2-34;IGLV2-5;IGLV2-8;IGLV3-1;IGLV3-10;IGLV3-12;IGLV3-13;IGLV3-15;IGLV3-16;IGLV3-17;IGLV3-19;IGLV3-2;IGLV3-21;IGLV3-22;IGLV3-24;IGLV3-25;IGLV3-26;IGLV3-27;IGLV3-29;IGLV3-30;IGLV3-31;IGLV3-32;IGLV3-4;IGLV3-6;IGLV3-7;IGLV3-9;IGLV4-3;IGLV4-60;IGLV4-69;IGLV5-37;IGLV5-45;IGLV5-48;IGLV5-52;IGLV6-57;IGLV7-35;IGLV7-43;IGLV7-46;IGLV8-61;IGLV9-49;IGLVI-20;IGLVI-38;IGLVI-42;IGLVI-56;IGLVI-63;IGLVI-68;IGLVI-70;IGLVIV-53;IGLVIV-59;IGLVIV-64;IGLVIV-65;IGLVIV-66-1;IGLVV-58;IGLVV-66;IGLVVI-22-1;IGLVVI-25-1;IGLVVII-41-1;KB-1125A3.10;KB-1125A3.11;KB-1125A3.12;KB-1269D1.8;KB-1572G7.3;KB-1572G7.4;KB-1572G7.5;KB-1995A5.4;KB-1995A5.6;KB-208E9.1;KB-208E9.3;KB-226F1.1;KB-226F1.2;KB-288A10.17;KB-288A10.19;KB-318B8.7;LINC01659;LINC02556;LINC02557;LL22NC03-102D1.16;LL22NC03-102D1.18;LL22NC03-123E1.5;LL22NC03-22A12.12;LL22NC03-23C6.12;LL22NC03-23C6.13;LL22NC03-23C6.15;LL22NC03-24A12.8;LL22NC03-24A12.9;LL22NC03-2H8.4;LL22NC03-2H8.5;LL22NC03-30E12.10;LL22NC03-30E12.11;LL22NC03-30E12.13;LL22NC03-48A11.14;LL22NC03-63E9.3;LL22NC03-75A1.9;LL22NC03-80A10.6;LL22NC03-84E4.11;LL22NC03-84E4.13;LL22NC03-84E4.8;LL22NC03-88E1.17;LL22NC03-88E1.18;LRRC75B;MIF;MIF-AS1;MIR650;MMP11;MTND1P13;Metazoa_SRP;PCAT14;POM121L1P;POM121L9P;PPM1F-AS1;PRAME;PRAMENP;RAB36;RGL4;RN7SL263P;RN7SL268P;RSPH14;SLC2A11;SMARCB1;SNRPD3;SOCS2P2;SPECC1L;SPECC1L-ADORA2A;SUSD2;TOP3B;TOP3BP1;UPB1;VPREB1;VPREB3;ZDHHC8P1;ZNF280A;ZNF280B;ZNF70;hsa-mir-5571
chr22	25040000	25280000	ENSG00000224334.1;ENSG00000237601.1;ENSG00000224806.2;ENSG00000284128.1;ENSG00000182351.7;ENSG00000284070.1;ENSG00000282012.1;ENSG00000184571.13;ENSG00000224124.3;ENSG00000167037.19	AP000357.4;AP000358.5;ARL5AP4;BCRP3;CRIP1P4;KB-1995A5.5;LL22NC03-N95F10.1;PIWIL3;POM121L10P;SGSM1
chr22	25280000	25440000	ENSG00000279548.1;ENSG00000279085.1;ENSG00000197077.14;ENSG00000167037.19;ENSG00000199783.1;ENSG00000206069.7	CTA-243E7.3;CTA-243E7.4;KIAA1671;SGSM1;SNORD56;TMEM211
chr22	25440000	25520000	ENSG00000279110.1;ENSG00000279006.1;ENSG00000197077.14;ENSG00000203280.4	CTA-243E7.1;CTA-243E7.2;KIAA1671;KIAA1671-AS1
chr22	25520000	25640000	ENSG00000244752.3;ENSG00000100053.10;ENSG00000271181.1;ENSG00000236641.2;ENSG00000197077.14	CRYBB2;CRYBB3;CTA-221G9.10;CTA-221G9.7;KIAA1671
chr22	25640000	25840000	ENSG00000231466.2;ENSG00000272942.1;ENSG00000285968.1;ENSG00000285690.1;ENSG00000230637.2;ENSG00000272798.1;ENSG00000206066.3;ENSG00000271138.1;ENSG00000100068.14;ENSG00000233577.6	CTA-246H3.11;CTA-246H3.12;CTA-246H3.13;CTA-246H3.14;CTA-246H3.8;CTA-390C10.9;IGLL3P;IGLVIVOR22-1;LRP5L;RP3-462D8.2
chr22	25840000	26240000	ENSG00000265978.1;ENSG00000100058.12;ENSG00000272977.1;ENSG00000237387.1;ENSG00000234884.2;ENSG00000278960.1;ENSG00000100077.15;ENSG00000133454.16;ENSG00000222585.1;ENSG00000224003.1	AL008721.1;CRYBB2P1;CTA-390C10.10;CTA-407F11.7;CTA-407F11.8;CTA-407F11.9;GRK3;MYO18B;RNA5SP494;YES1P1
chr22	26240000	26600000	ENSG00000232464.1;ENSG00000232050.1;ENSG00000229770.2;ENSG00000236464.1;ENSG00000133454.16;ENSG00000231933.7;ENSG00000223056.1;ENSG00000100095.19;ENSG00000264925.1	CTA-125H2.1;CTA-125H2.3;CTA-796E4.4;LINC02559;MYO18B;MYO18B-AS1;RN7SKP169;SEZ6L;Z98949.1
chr22	26600000	26760000	ENSG00000100095.19;ENSG00000224192.2	SEZ6L;SEZ6L-AS1
chr22	26760000	27120000	ENSG00000128203.7;ENSG00000196431.4;ENSG00000100122.7;ENSG00000206028.1;ENSG00000286326.1;ENSG00000230203.1;ENSG00000213707.2;ENSG00000100099.21;ENSG00000226912.1;ENSG00000225783.8;ENSG00000244625.7;ENSG00000221760.1;ENSG00000252267.1;ENSG00000100095.19;ENSG00000100104.13;ENSG00000100109.17;ENSG00000261188.1;ENSG00000128294.16	ASPHD2;CRYBA4;CRYBB1;CTA-373H7.7;CTA-445C9.17;CTB-1048E9.7;HMGB1P10;HPS4;ISCA2P1;MIAT;MIATNB;MIR548J;RNA5SP495;SEZ6L;SRRD;TFIP11;TFIP11-DT;TPST2
chr22	27120000	27240000	ENSG00000244625.7	MIATNB
chr22	27240000	27760000	ENSG00000238195.1;ENSG00000233574.1;ENSG00000223726.1;ENSG00000230051.2;ENSG00000279914.1;ENSG00000279440.1;ENSG00000236858.2;ENSG00000231405.1;ENSG00000280025.1;ENSG00000279848.1;ENSG00000223704.2;ENSG00000233521.7;ENSG00000226741.2;ENSG00000200443.1;ENSG00000231369.1;ENSG00000235271.6	CTA-503F6.2;CTA-929C8.5;CTA-929C8.7;CTA-929C8.8;CTA-992D9.10;CTA-992D9.11;CTA-992D9.6;CTA-992D9.7;CTA-992D9.8;CTA-992D9.9;LINC01422;LINC01638;LINC02554;RNU6-1066P;RP1-40G4P.1;RP1-90L6.3
chr22	27760000	28040000	ENSG00000230051.2;ENSG00000280445.1;ENSG00000224027.1;ENSG00000227880.1;ENSG00000287034.1	CTA-929C8.8;RP1-205F14P.1;RP1-231P7P.1;RP11-46E17.6;RP11-46E17.9
chr22	28040000	28240000	ENSG00000169184.6;ENSG00000227838.1;ENSG00000231495.1;ENSG00000226169.1	MN1;RP1-213J1P__B.1;RP1-213J1P__B.2;RP11-375H17.1
chr22	28240000	28360000	ENSG00000264073.1;ENSG00000180957.18;ENSG00000235954.7	MIR3199-2;PITPNB;TTC28-AS1
chr22	28360000	28440000	ENSG00000100154.14;ENSG00000235954.7	TTC28;TTC28-AS1
chr22	28440000	28600000	ENSG00000239249.2;ENSG00000100154.14	RN7SL757P;TTC28
chr22	28600000	28840000	ENSG00000201209.1;ENSG00000100154.14	SNORD42;TTC28
chr22	28840000	28960000	ENSG00000100154.14	TTC28
chr22	28960000	29040000	ENSG00000266503.1;ENSG00000100154.14	RN7SL162P;TTC28
