chr	start	end	gene_ids	gene_symbols
chr17	8296682	8456682	ENSG00000198844;ENSG00000184619;ENSG00000166579;ENSG00000184650;ENSG00000189051;ENSG00000161970	ARHGEF15;KRBA2;NDEL1;ODF4;RNF222;RPL26
chr17	8456682	9016683	ENSG00000161973;ENSG00000185156;ENSG00000133026;ENSG00000166579;ENSG00000141506;ENSG00000266389;ENSG00000276231;ENSG00000270606;ENSG00000252363;ENSG00000183318	CCDC42;MFSD6L;MYH10;NDEL1;PIK3R5;PIK3R5-DT;PIK3R6;PPIAP52;RNU7-43P;SPDYE4
chr17	9016683	9616683	ENSG00000166596;ENSG00000065320;ENSG00000241654;ENSG00000170310	CFAP52;NTN1;RPL19P18;STX8
chr17	9616683	9776683	ENSG00000166596;ENSG00000184544;ENSG00000154914	CFAP52;DHRS7C;USP43
chr17	9776683	9936683	ENSG00000184544;ENSG00000007237;ENSG00000065325;ENSG00000214978;ENSG00000265593;ENSG00000109047	DHRS7C;GAS7;GLP2R;GSG1L2;NPM1P45;RCVRN
chr17	9936683	10376683	ENSG00000007237;ENSG00000006788;ENSG00000242692	GAS7;MYH13;RPS27AP1
chr17	10376683	10536683	ENSG00000109061;ENSG00000125414;ENSG00000264424;ENSG00000133020;ENSG00000272975	MYH1;MYH2;MYH4;MYH8;MYHAS
chr17	10536683	10696683	ENSG00000125414;ENSG00000109063;ENSG00000272975;ENSG00000133028	MYH2;MYH3;MYHAS;SCO1
chr17	10696683	10816683	ENSG00000170222;ENSG00000264176;ENSG00000133028;ENSG00000187824;ENSG00000263400;ENSG00000263429	ADPRM;MAGOH2P;SCO1;TMEM220;TMEM220-AS1;TMEM238L
chr17	10816683	10936683	ENSG00000233670;ENSG00000207242;ENSG00000244753	PIRT;RNU6-1065P;RPL15P21
chr17	10936683	11096683	n/a	n/a
chr17	11096683	11216683	ENSG00000243346	RN7SL601P
chr17	11216683	11296683	ENSG00000188803	SHISA6
chr17	11296683	11696683	ENSG00000007174;ENSG00000188803	DNAH9;SHISA6
chr17	11696683	11776683	ENSG00000007174	DNAH9
chr17	11776683	11936683	ENSG00000007174	DNAH9
chr17	11936683	12136683	ENSG00000007174;ENSG00000065559;ENSG00000266297;ENSG00000252707;ENSG00000241185;ENSG00000154957	DNAH9;MAP2K4;MIR744;RNU11-2P;RPL21P122;ZNF18
chr17	12136683	12296683	ENSG00000065559	MAP2K4
chr17	12296683	12696683	ENSG00000179136;ENSG00000141052;ENSG00000227274	LINC00670;MYOCD;MYOCD-AS1
chr17	12696683	13216683	ENSG00000006740;ENSG00000265489;ENSG00000006744;ENSG00000141052;ENSG00000227274	ARHGAP44;ARHGAP44-AS1;ELAC2;MYOCD;MYOCD-AS1
chr17	13216683	13336683	ENSG00000234634	LINC02093
chr17	13336683	13496683	ENSG00000153976	HS3ST3A1
chr17	13496683	13696683	ENSG00000153976;ENSG00000221698	HS3ST3A1;MIR548H3
chr17	13696683	13776683	ENSG00000236088	COX10-DT
chr17	13776683	14216683	ENSG00000141028;ENSG00000006695;ENSG00000236088	CDRT15P1;COX10;COX10-DT
chr17	14216683	14376683	ENSG00000223510;ENSG00000006695;ENSG00000125430	CDRT15;COX10;HS3ST3B1
chr17	14376683	14816683	ENSG00000230897	RPS18P12
chr17	14816683	14896683	ENSG00000238212	LINC02096
chr17	14896683	15056683	ENSG00000259944;ENSG00000238212;ENSG00000226156	CDRT7;LINC02096;RPL23AP76
chr17	15056683	15256683	ENSG00000265163;ENSG00000109099	CDRT8;PMP22
chr17	15256683	15336683	ENSG00000109099;ENSG00000200437;ENSG00000125409	PMP22;RNU6-799P;TEKT3
chr17	15336683	15576686	ENSG00000239704;ENSG00000241322;ENSG00000223878;ENSG00000239888;ENSG00000234324;ENSG00000125409;ENSG00000175106;ENSG00000259024	CDRT4;FBXW10B;PPIAP53;RN7SL792P;RPL9P2;TEKT3;TVP23C;TVP23C-CDRT4
chr17	15576686	15696686	ENSG00000241322;ENSG00000221926;ENSG00000108452	FBXW10B;TRIM16;ZNF29P
chr17	15696686	16096686	ENSG00000170425;ENSG00000227255;ENSG00000227018;ENSG00000237057;ENSG00000179277;ENSG00000141027;ENSG00000251829;ENSG00000233979;ENSG00000243686;ENSG00000227790;ENSG00000214946;ENSG00000233002;ENSG00000011295;ENSG00000233966;ENSG00000187607;ENSG00000255104;ENSG00000235430;ENSG00000214941	ADORA2B;CDRT15P2;IL6STP1;LINC02087;MEIS3P1;NCOR1;RNA5SP436;RPL22P21;RPLP1P11;SPECC1P1;TBC1D26;TBC1D26-AS1;TTC19;UBE2SP1;ZNF286A;ZNF286A-TBC1D26;ZSWIM5P1;ZSWIM7
chr17	16096686	16736686	ENSG00000170160;ENSG00000166582;ENSG00000265095;ENSG00000181350;ENSG00000221355;ENSG00000141027;ENSG00000264359;ENSG00000108474;ENSG00000239221;ENSG00000276088;ENSG00000231458;ENSG00000252383;ENSG00000252446;ENSG00000199674;ENSG00000175061;ENSG00000277370;ENSG00000277108;ENSG00000277512;ENSG00000235554;ENSG00000187688;ENSG00000170315;ENSG00000141040;ENSG00000197566	CCDC144A;CENPV;FTLP12;LRRC75A;MIR1288;NCOR1;NEK4P2;PIGL;RN7SL442P;RN7SL620P;RNASEH1P2;RNU6-314P;RNU6-405P;RNU6-862P;SNHG29;SNORD49A;SNORD49B;SNORD65;SRSF6P2;TRPV2;UBB;ZNF287;ZNF624
chr17	16736686	16816686	ENSG00000170160;ENSG00000288235;ENSG00000264892;ENSG00000266129;ENSG00000226478;ENSG00000188933	CCDC144A;FAM106C;NOS2P4;SRP68P1;UPF3AP1;USP32P1
chr17	16816686	18136686	ENSG00000226359;ENSG00000171953;ENSG00000230273;ENSG00000141030;ENSG00000229749;ENSG00000171962;ENSG00000108591;ENSG00000154803;ENSG00000141034;ENSG00000227300;ENSG00000226145;ENSG00000131885;ENSG00000205312;ENSG00000230969;ENSG00000141026;ENSG00000207839;ENSG00000133030;ENSG00000225442;ENSG00000091536;ENSG00000205309;ENSG00000133027;ENSG00000179598;ENSG00000108557;ENSG00000237328;ENSG00000108551;ENSG00000243370;ENSG00000206730;ENSG00000206859;ENSG00000215030;ENSG00000223979;ENSG00000072310;ENSG00000128438;ENSG00000240505;ENSG00000175662;ENSG00000230865	ACTG1P24;ATPAF2;BRI3P3;COPS3;COTL1P1;DRC3;DRG2;FLCN;GID4;KRT16P2;KRT16P6;KRT17P1;KRT17P4;LINC02090;MED9;MIR33B;MPRIP;MPRIP-AS1;MYO15A;NT5M;PEMT;PLD6;RAI1;RAI1-AS1;RASD1;RN7SL775P;RNU6-468P;RNU6-767P;RPL13P12;SMCR2;SREBF1;TBC1D27P;TNFRSF13B;TOM1L2;TSEN15P1
chr17	18136686	19056687	ENSG00000091542;ENSG00000154874;ENSG00000214860;ENSG00000273018;ENSG00000188522;ENSG00000171931;ENSG00000177731;ENSG00000240445;ENSG00000154016;ENSG00000214856;ENSG00000229526;ENSG00000186831;ENSG00000205266;ENSG00000171916;ENSG00000220161;ENSG00000131899;ENSG00000177427;ENSG00000091536;ENSG00000167494;ENSG00000174977;ENSG00000141127;ENSG00000274747;ENSG00000237382;ENSG00000228000;ENSG00000176974;ENSG00000154025;ENSG00000176994;ENSG00000227689;ENSG00000189375;ENSG00000204471;ENSG00000230662;ENSG00000177302;ENSG00000108448;ENSG00000171928;ENSG00000224126;ENSG00000233327;ENSG00000266162;ENSG00000249459	ALKBH5;CCDC144BP;EVPLL;FAM106A;FAM83G;FBXW10;FLII;FOXO3B;GRAP;KRT16P1;KRT16P4;KRT17P2;KRT17P5;LGALS9C;LINC02076;LLGL1;MIEF2;MYO15A;NOS2P2;PAIP1P2;PRPSAP2;RN7SL627P;RPL21P121;RPL7AP65;SHMT1;SLC5A10;SMCR8;SRP68P2;TBC1D28;TBC1D3P4;TNPO1P2;TOP3A;TRIM16L;TVP23B;UBE2SP2;USP32P2;YWHAEP2;ZNF286B
chr17	19176687	19936687	ENSG00000108599;ENSG00000108602;ENSG00000072210;ENSG00000108641;ENSG00000072134;ENSG00000235397;ENSG00000263206;ENSG00000227078;ENSG00000166484;ENSG00000166482;ENSG00000221540;ENSG00000224254;ENSG00000227225;ENSG00000228725;ENSG00000231096;ENSG00000242752;ENSG00000128482;ENSG00000228331;ENSG00000189343;ENSG00000142494;ENSG00000228983;ENSG00000231625;ENSG00000180638;ENSG00000266079;ENSG00000263934;ENSG00000264940;ENSG00000083290	AKAP10;ALDH3A1;ALDH3A2;B9D1;EPN2;EPN2-AS1;KYNUP3;LINC02094;MAPK7;MFAP4;MIR1180;MTCO1P39;MTND1P14;MTND2P12;NDUFB4P3;NMTRQ-TTG12-1;RNF112;RPL17P43;RPS2P46;SLC47A1;SLC47A1P1;SLC47A1P2;SLC47A2;SNORA59B;SNORD3A;SNORD3C;ULK2
chr17	19936687	20016687	ENSG00000108599;ENSG00000128487;ENSG00000261033	AKAP10;SPECC1;SPECC1-DT
chr17	20016687	20376687	ENSG00000154898;ENSG00000225014;ENSG00000252971;ENSG00000212186;ENSG00000276577;ENSG00000128487;ENSG00000214832	CCDC144CP;KCTD9P1;RNU6-1057P;RNU6-258P;RNU6-467P;SPECC1;UPF3AP2
chr17	20376687	20936687	ENSG00000226981;ENSG00000154898;ENSG00000205212;ENSG00000233098;ENSG00000214819;ENSG00000235323;ENSG00000287751;ENSG00000218454;ENSG00000214822;ENSG00000230088;ENSG00000231645;ENSG00000205215;ENSG00000170298;ENSG00000227685;ENSG00000188013;ENSG00000230528;ENSG00000213671;ENSG00000265790;ENSG00000187870;ENSG00000252483;ENSG00000226549;ENSG00000237911;ENSG00000235203;ENSG00000229586;ENSG00000214832;ENSG00000189423;ENSG00000263976;ENSG00000231258	ABHD17AP6;CCDC144CP;CCDC144NL;CCDC144NL-AS1;CDRT15L2;COTL1P2;FAM106B;HNRNPA1P19;KRT16P3;KRT16P5;KRT17P6;KRT17P7;LGALS9B;LINC02088;MEIS3P2;NOS2P3;OLA1P2;RNASEH1P1;RNFT1P3;RNU6-1178P;SCDP1;SRP68P3;TBC1D3P3;TNPO1P3;UPF3AP2;USP32P3;YWHAEP3;ZSWIM5P2
chr17	26992974	27112974	ENSG00000266736;ENSG00000264172;ENSG00000265646;ENSG00000264837	GTF2IP6;PDLIM1P3;TUFMP1;VN1R71P
chr17	27112974	27632974	ENSG00000266853;ENSG00000141068;ENSG00000168961;ENSG00000263368;ENSG00000239223;ENSG00000213664;ENSG00000265683;ENSG00000266433;ENSG00000109046	ITM2BP1;KSR1;LGALS9;MSANTD3P1;RPL34P31;RPS16P8;SYPL1P2;TBC1D3P5;WSB1
chr17	27632974	27752974	ENSG00000264240;ENSG00000168961;ENSG00000266786;ENSG00000265788	CPDP1;LGALS9;LGALS9DP;NOS2P1
chr17	27752974	27872974	ENSG00000266786;ENSG00000007171	LGALS9DP;NOS2
chr17	27872974	28312974	ENSG00000267259;ENSG00000265480;ENSG00000260019;ENSG00000232859;ENSG00000087095;ENSG00000265060;ENSG00000237575;ENSG00000240873	ERVE-1;KRT18P55;LINC01992;LYRM9;NLK;PPY2P;PYY2;RPS29P22
chr17	28312974	28432982	ENSG00000265541;ENSG00000109083;ENSG00000265480;ENSG00000004142;ENSG00000004139;ENSG00000274529;ENSG00000076351;ENSG00000244045;ENSG00000109084;ENSG00000109079;ENSG00000109072	H3P41;IFT20;KRT18P55;POLDIP2;SARM1;SEBOX;SLC46A1;TMEM199;TMEM97;TNFAIP1;VTN
chr17	28432982	28512982	ENSG00000109101;ENSG00000263266;ENSG00000007216	FOXN1;RPS7P1;SLC13A2
chr17	28512982	31952981	ENSG00000168792;ENSG00000264031;ENSG00000184060;ENSG00000263535;ENSG00000109107;ENSG00000264958;ENSG00000198720;ENSG00000176208;ENSG00000108578;ENSG00000007202;ENSG00000172301;ENSG00000167549;ENSG00000108582;ENSG00000176390;ENSG00000108255;ENSG00000167536;ENSG00000264743;ENSG00000176927;ENSG00000132591;ENSG00000126860;ENSG00000185862;ENSG00000173065;ENSG00000132589;ENSG00000109101;ENSG00000108262;ENSG00000108587;ENSG00000265863;ENSG00000231870;ENSG00000265743;ENSG00000250462;ENSG00000283819;ENSG00000207614;ENSG00000228768;ENSG00000283935;ENSG00000284565;ENSG00000283364;ENSG00000284085;ENSG00000264107;ENSG00000196535;ENSG00000160602;ENSG00000196712;ENSG00000126653;ENSG00000108256;ENSG00000126861;ENSG00000109118;ENSG00000087111;ENSG00000179761;ENSG00000167525;ENSG00000131242;ENSG00000109113;ENSG00000266274;ENSG00000241631;ENSG00000264862;ENSG00000239595;ENSG00000181481;ENSG00000222363;ENSG00000202205;ENSG00000202026;ENSG00000222679;ENSG00000212190;ENSG00000253064;ENSG00000222858;ENSG00000201255;ENSG00000221038;ENSG00000207011;ENSG00000240531;ENSG00000198242;ENSG00000243053;ENSG00000239256;ENSG00000240074;ENSG00000240494;ENSG00000167524;ENSG00000132581;ENSG00000063015;ENSG00000264943;ENSG00000108576;ENSG00000248121;ENSG00000238649;ENSG00000238423;ENSG00000238578;ENSG00000238597;ENSG00000076382;ENSG00000227543;ENSG00000141298;ENSG00000109111;ENSG00000178691;ENSG00000264538;ENSG00000160551;ENSG00000266733;ENSG00000172171;ENSG00000160606;ENSG00000182271;ENSG00000167543;ENSG00000076604;ENSG00000178082;ENSG00000109103;ENSG00000108651	ABHD15;ABHD15-AS1;ADAP2;AK4P1;ALDOC;ALOX12P1;ANKRD13B;ATAD5;BLMH;BLTP2;COPRS;CORO6;CPD;CRLF3;CRYBA1;DHRS13;DPRXP4;EFCAB5;ERAL1;EVI2A;EVI2B;FAM222B;FLOT2;FOXN1;GIT1;GOSR1;GPR160P2;KRT17P3;LINC02978;LRRC37BP1;MIR144;MIR193A;MIR365BHG;MIR423;MIR451A;MIR451B;MIR4732;MIR4733HG;MYO18A;NEK8;NF1;NSRP1;NUFIP2;OMG;PHF12;PIGS;PIPOX;PROCA1;RAB11FIP4;RAB34;RN7SL138P;RN7SL316P;RN7SL45P;RN7SL79P;RNF135;RNU4-34P;RNU6-1034P;RNU6-1134P;RNU6-1267P;RNU6-298P;RNU6-711P;RNU6-920P;RNU6-990P;RNU6ATAC7P;RNY4P13;RPL21P123;RPL23A;RPL31P58;RPL35AP35;RPL9P30;RPS12P28;RSKR;SDF2;SEZ6;SH3GL1P2;SLC6A4;SMURF2P1;SNORD42A;SNORD42B;SNORD4A;SNORD4B;SPAG5;SPAG5-AS1;SSH2;SUPT6H;SUZ12;SUZ12P1;TAOK1;TBC1D29P;TEFM;TLCD1;TMIGD1;TP53I13;TRAF4;TWF1P1;UNC119;UTP6
chr17	31952981	32352981	ENSG00000265293;ENSG00000108666;ENSG00000185158;ENSG00000283774;ENSG00000263749;ENSG00000141314;ENSG00000126858;ENSG00000253058;ENSG00000266777;ENSG00000178691;ENSG00000266282;ENSG00000265574;ENSG00000010244	ARGFXP2;C17orf75;LRRC37B;MIR632;OOSP1P2;RHBDL3;RHOT1;RNA5SP437;SH3GL1P1;SUZ12;UBL5P2;WDR45BP1;ZNF207
chr17	32352981	32872982	ENSG00000176749;ENSG00000176658;ENSG00000108671;ENSG00000010244	CDK5R1;MYO1D;PSMD11;ZNF207
chr17	32872982	32992982	ENSG00000176658;ENSG00000226377;ENSG00000141316;ENSG00000006042	MYO1D;MYO1D-DT;SPACA3;TMEM98
chr17	32992982	33072982	ENSG00000108684;ENSG00000141316	ASIC2;SPACA3
chr17	33072982	33232982	ENSG00000108684	ASIC2
chr17	33232982	33352982	ENSG00000108684	ASIC2
chr17	33352982	33552981	ENSG00000108684	ASIC2
chr17	33552981	33672981	ENSG00000108684	ASIC2
chr17	33672981	33872981	ENSG00000108684	ASIC2
chr17	33872981	34032981	ENSG00000108684	ASIC2
chr17	34032981	34192981	ENSG00000108684;ENSG00000261156;ENSG00000252370;ENSG00000226049	ASIC2;LINC01989;RNA5SP438;TLK2P1
chr17	34192981	34392981	ENSG00000108702;ENSG00000172156;ENSG00000181374;ENSG00000108691;ENSG00000108688;ENSG00000108700;ENSG00000261156	CCL1;CCL11;CCL13;CCL2;CCL7;CCL8;LINC01989
chr17	34392981	34592981	ENSG00000181291;ENSG00000197322	TMEM132E;TMEM132E-DT
chr17	34592981	34952981	ENSG00000132141;ENSG00000181291	CCT6B;TMEM132E
chr17	34952981	35192981	ENSG00000132141;ENSG00000073598;ENSG00000005156;ENSG00000073536;ENSG00000185379;ENSG00000092871;ENSG00000253084;ENSG00000164729;ENSG00000141161;ENSG00000198783	CCT6B;FNDC8;LIG3;NLE1;RAD51D;RFFL;RNU6-840P;SLC35G3;UNC45B;ZNF830
chr17	35192981	35592981	ENSG00000006125;ENSG00000267046;ENSG00000108733;ENSG00000164729;ENSG00000172716;ENSG00000172123;ENSG00000205045;ENSG00000154760;ENSG00000236320;ENSG00000166750;ENSG00000267321;ENSG00000207297;ENSG00000267369;ENSG00000255987;ENSG00000267315	AP2B1;E2F3P1;PEX12;SLC35G3;SLFN11;SLFN12;SLFN12L;SLFN13;SLFN14;SLFN5;SNHG30;SNORD7;TAF5LP1;TOMM20P2;UFM1P2
chr17	35592981	35792996	ENSG00000006125;ENSG00000270806;ENSG00000270765;ENSG00000271447;ENSG00000270885;ENSG00000270647	AP2B1;C17orf50;GAS2L2;MMP28;RASL10B;TAF15
chr17	35792996	35912996	ENSG00000271503;ENSG00000270379;ENSG00000271013;ENSG00000271447;ENSG00000270647	CCL5;HEATR9;LRRC37A9P;MMP28;TAF15
chr17	36357256	36603571	ENSG00000278535;ENSG00000278311;ENSG00000278619;ENSG00000278259;ENSG00000277161;ENSG00000274164;ENSG00000277029;ENSG00000275954;ENSG00000274226;ENSG00000274658;ENSG00000273611	DHRS11;GGNBP2;MRM1;MYO19;PIGW;RNA5SP439;RNU6-1192P;TBC1D3F;TBC1D3H;TBC1D3JP;ZNHIT3
chr17	36603571	37243084	ENSG00000275700;ENSG00000278540;ENSG00000275029;ENSG00000273706;ENSG00000277268;ENSG00000278619	AATF;ACACA;HMGB1P24;LHX1;LHX1-DT;MRM1
chr17	37243084	37363057	ENSG00000278540	ACACA
chr17	37363057	37880385	ENSG00000278540;ENSG00000278505;ENSG00000278053;ENSG00000276023;ENSG00000275410;ENSG00000275066;ENSG00000276234;ENSG00000276715	ACACA;C17orf78;DDX52;DUSP14;HNF1B;SYNRG;TADA2A;YWHAEP7
chr17	37880385	38203939	ENSG00000274487;ENSG00000274663;ENSG00000277341;ENSG00000274611;ENSG00000278299;ENSG00000274419;ENSG00000278599;ENSG00000273513;ENSG00000274512;ENSG00000276715	NPEPPSP1;RNA5SP526;RNU6-489P;TBC1D3;TBC1D3C;TBC1D3D;TBC1D3E;TBC1D3K;TBC1D3L;YWHAEP7
chr17	38203939	38284027	ENSG00000274487	NPEPPSP1
chr17	38284027	40363748	ENSG00000275832;ENSG00000141748;ENSG00000275489;ENSG00000067191;ENSG00000108349;ENSG00000094804;ENSG00000167258;ENSG00000277972;ENSG00000108342;ENSG00000273559;ENSG00000273604;ENSG00000141736;ENSG00000108306;ENSG00000204952;ENSG00000183153;ENSG00000266208;ENSG00000277399;ENSG00000141738;ENSG00000167914;ENSG00000073605;ENSG00000161405;ENSG00000264663;ENSG00000002834;ENSG00000263874;ENSG00000266013;ENSG00000214553;ENSG00000204913;ENSG00000125686;ENSG00000008838;ENSG00000141741;ENSG00000275023;ENSG00000278845;ENSG00000188895;ENSG00000171532;ENSG00000126368;ENSG00000172057;ENSG00000277258;ENSG00000161395;ENSG00000276293;ENSG00000161381;ENSG00000141744;ENSG00000131771;ENSG00000277791;ENSG00000108344;ENSG00000108352;ENSG00000131759;ENSG00000265666;ENSG00000263818;ENSG00000276036;ENSG00000222777;ENSG00000274607;ENSG00000108298;ENSG00000125691;ENSG00000199293;ENSG00000238793;ENSG00000274211;ENSG00000277363;ENSG00000141750;ENSG00000131748;ENSG00000173991;ENSG00000126351;ENSG00000171475;ENSG00000186075	ARHGAP23;ARL5C;C17orf98;CACNB1;CASC3;CDC6;CDK12;CISD3;CSF3;CWC25;EPOP;ERBB2;FBXL20;FBXO47;GJD3;GJD3-AS1;GPR179;GRB7;GSDMA;GSDMB;IKZF3;KRT8P34;LASP1;LINC00672;LINC02079;LRRC37A11P;LRRC3C;MED1;MED24;MIEN1;MLLT6;MRPL45;MSL1;NEUROD2;NR1D1;ORMDL3;PCGF2;PGAP3;PIP4K2B;PLXDC1;PNMT;PPP1R1B;PSMB3;PSMD3;RAPGEFL1;RARA;RARA-AS1;RDM1P5;RNA5SP440;RNU6-233P;RNU6-866P;RPL19;RPL23;SNORA21;SNORD124;SOCS7;SRCIN1;STAC2;STARD3;TCAP;THRA;WIPF2;ZPBP2
chr17	40363748	40643748	ENSG00000126353;ENSG00000183153;ENSG00000266208;ENSG00000141753;ENSG00000264655;ENSG00000252618;ENSG00000240125;ENSG00000073584;ENSG00000131746;ENSG00000131747	CCR7;GJD3;GJD3-AS1;IGFBP4;PPIAP54;RNA5SP441;RPL23AP75;SMARCE1;TNS4;TOP2A
chr17	40643748	40803748	ENSG00000213424;ENSG00000229028;ENSG00000224244;ENSG00000167916;ENSG00000204897;ENSG00000186393;ENSG00000171446;ENSG00000173908;ENSG00000073584	KRT222;KRT223P;KRT224P;KRT24;KRT25;KRT26;KRT27;KRT28;SMARCE1
chr17	40803748	41403748	ENSG00000186395;ENSG00000167920;ENSG00000187242;ENSG00000171431;ENSG00000108244;ENSG00000094796;ENSG00000006059;ENSG00000131738;ENSG00000131737;ENSG00000196859;ENSG00000204889;ENSG00000188581;ENSG00000221880;ENSG00000204887;ENSG00000221852;ENSG00000212657;ENSG00000186860;ENSG00000212725;ENSG00000214518;ENSG00000212724;ENSG00000213417;ENSG00000237230;ENSG00000212658;ENSG00000212901;ENSG00000212900;ENSG00000212899;ENSG00000226776;ENSG00000198443;ENSG00000212721;ENSG00000213416;ENSG00000241241;ENSG00000251439;ENSG00000244537;ENSG00000196156;ENSG00000171396;ENSG00000198271;ENSG00000198090;ENSG00000240871;ENSG00000204880;ENSG00000212722;ENSG00000240542;ENSG00000237183;ENSG00000229351;ENSG00000248807;ENSG00000239886;ENSG00000204873;ENSG00000241595;ENSG00000212659;ENSG00000180386;ENSG00000187272;ENSG00000198083;ENSG00000233014	KRT10;KRT10-AS1;KRT12;KRT20;KRT23;KRT31;KRT33A;KRT33B;KRT34;KRT39;KRT40;KRTAP1-1;KRTAP1-3;KRTAP1-4;KRTAP1-5;KRTAP16-1;KRTAP17-1;KRTAP2-1;KRTAP2-2;KRTAP2-3;KRTAP2-4;KRTAP2-5P;KRTAP29-1;KRTAP3-1;KRTAP3-2;KRTAP3-3;KRTAP3-4P;KRTAP4-1;KRTAP4-11;KRTAP4-12;KRTAP4-16;KRTAP4-17P;KRTAP4-2;KRTAP4-3;KRTAP4-4;KRTAP4-5;KRTAP4-6;KRTAP4-7;KRTAP4-8;KRTAP4-9;KRTAP9-1;KRTAP9-10P;KRTAP9-11P;KRTAP9-12P;KRTAP9-2;KRTAP9-3;KRTAP9-4;KRTAP9-6;KRTAP9-7;KRTAP9-8;KRTAP9-9;TBC1D3P7
chr17	41403748	41683748	ENSG00000171401;ENSG00000186847;ENSG00000171346;ENSG00000186832;ENSG00000128422;ENSG00000171345;ENSG00000108759;ENSG00000197079;ENSG00000126337;ENSG00000108417;ENSG00000171360;ENSG00000225438;ENSG00000214514;ENSG00000236473;ENSG00000171403;ENSG00000226629;ENSG00000223125	KRT13;KRT14;KRT15;KRT16;KRT17;KRT19;KRT32;KRT35;KRT36;KRT37;KRT38;KRT41P;KRT42P;KRT43P;KRT9;LINC00974;RNU2-32P
chr17	41683748	41763748	ENSG00000173812;ENSG00000184502;ENSG00000173805;ENSG00000173801;ENSG00000239542;ENSG00000201920	EIF1;GAST;HAP1;JUP;RN7SL399P;RNA5SP442
chr17	41763748	43322636	ENSG00000266967;ENSG00000131473;ENSG00000131480;ENSG00000131471;ENSG00000260105;ENSG00000267189;ENSG00000033627;ENSG00000126581;ENSG00000012048;ENSG00000267595;ENSG00000267221;ENSG00000177469;ENSG00000236383;ENSG00000184451;ENSG00000173786;ENSG00000176563;ENSG00000108797;ENSG00000183978;ENSG00000068120;ENSG00000108771;ENSG00000168259;ENSG00000108799;ENSG00000141756;ENSG00000131482;ENSG00000167925;ENSG00000161610;ENSG00000267132;ENSG00000214578;ENSG00000108786;ENSG00000266962;ENSG00000108785;ENSG00000260325;ENSG00000068079;ENSG00000173801;ENSG00000108773;ENSG00000089558;ENSG00000161594;ENSG00000178502;ENSG00000213373;ENSG00000108788;ENSG00000108784;ENSG00000188554;ENSG00000198496;ENSG00000168256;ENSG00000141698;ENSG00000204815;ENSG00000141696;ENSG00000068137;ENSG00000131470;ENSG00000131467;ENSG00000267060;ENSG00000108825;ENSG00000267185;ENSG00000108774;ENSG00000267658;ENSG00000131477;ENSG00000197291;ENSG00000141699;ENSG00000108830;ENSG00000252039;ENSG00000238704;ENSG00000240828;ENSG00000131469;ENSG00000198863;ENSG00000168610;ENSG00000126561;ENSG00000173757;ENSG00000184988;ENSG00000131462;ENSG00000037042;ENSG00000108828;ENSG00000131475;ENSG00000126562;ENSG00000187595	AARSD1;ACLY;AOC2;AOC3;AOC4P;ATP5MGP7;ATP6V0A1;BECN1;BRCA1;BRCA1P1;C17orf113;CAVIN1;CCDC200;CCR10;CNP;CNTD1;CNTNAP1;COA3;COASY;DHX58;DNAJC7;EZH1;FKBP10;G6PC1;GHDC;HCRT;HMGB3P27;HMGN2P15;HSD17B1;HSD17B1-AS1;HSD17B1P1;HSPB9;IFI35;JUP;KAT2A;KCNH4;KLHL10;KLHL11;LINC00671;MLX;NAGLU;NBR1;NBR2;NKIRAS2;NT5C3B;ODAD4;P3H4;PLEKHH3;PSMC3IP;PSME3;PTGES3L;PTGES3L-AARSD1;PTP4A2P1;RAB5C;RAB5C-AS1;RAMP2;RAMP2-AS1;RETREG3;RND2;RNU6-287P;RNU7-97P;RPL21P4;RPL27;RUNDC1;STAT3;STAT5A;STAT5B;TMEM106A;TUBG1;TUBG2;VAT1;VPS25;WNK4;ZNF385C
chr17	43322636	43522632	ENSG00000175906;ENSG00000067596;ENSG00000188825;ENSG00000284344;ENSG00000267151;ENSG00000277084;ENSG00000252882;ENSG00000252279;ENSG00000251763;ENSG00000252729	ARL4D;DHX8;LINC00910;MIR2117;MIR2117HG;RNU2-4P;RNU6-1137P;RNU6-406P;RNU6-470P;RNU6-971P
chr17	43522632	43882632	ENSG00000161649;ENSG00000231256;ENSG00000067596;ENSG00000108861;ENSG00000175832;ENSG00000267440;ENSG00000005102;ENSG00000108852;ENSG00000161647;ENSG00000167941;ENSG00000267253	CD300LG;CFAP97D1;DHX8;DUSP3;ETV4;LINC02594;MEOX1;MPP2;MPP3;SOST;WHSC1L2P
